Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
HU;;Budapest Széna tér;47.508605, 19.02764;NO2;hungary-nms;µg/m³;20.3;2023-04-06T01:00:00+10:00;Hungary
IN;;Mulund West, Mumbai - MPCB;19.175, 72.9419;O3;caaqm;µg/m³;9.79;2022-05-14T20:45:00+10:00;India
DE;Sachsen;DESN077;51.335872, 12.334686;NO;EEA Germany;µg/m³;10.922;2023-07-13T15:00:00+10:00;Germany
PT;Porto;PT01043;41.2075, -8.338056;PM10;EEA Portugal;µg/m³;0.0;2023-06-01T01:00:00+10:00;Portugal
PL;Pleszew;Pleszew, Al. Mickiewicza;51.884922, 17.791106;PM10;GIOS;µg/m³;25.9326;2023-06-15T09:00:00+10:00;Poland
XK;Mitrovica;Mitrovica;42.891794, 20.868936;PM2.5;Kosovo;µg/m³;12.2;2023-05-26T08:00:00+10:00;
US;ORANGE;Anaheim Near Road;33.819305, -117.918759;CO;AirNow;ppm;0.5;2023-05-31T09:00:00+10:00;United States
BR;Ribeirão Preto;Ribeirão Preto;-21.15394189, -47.82848053;PM2.5;Sao Paulo CETESB;µg/m³;12.0;2023-04-06T01:00:00+10:00;Brazil
GR;ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ;GR0046A;40.65784454, 22.80236626;CO;EEA Greece;µg/m³;400.0;2023-07-05T18:00:00+10:00;Greece
IN;;Suryakiran Bhawan NCL, Singrauli - MPPCB;24.10897, 82.64558;SO2;caaqm;µg/m³;11.2;2022-10-17T02:00:00+10:00;India
TH;Sukhothai;Le Thai Community Park;17.006059, 99.81927;PM2.5;Air4Thai;µg/m³;21.0;2023-05-25T14:00:00+10:00;Thailand
HK;New Territories;Tung Chung;22.2888888888889, 113.943611111111;O3;Hong Kong;µg/m³;17.9;2023-05-31T10:00:00+10:00;Hong Kong, China
DE;Bremen;DEHB004;53.180946, 8.625456;PM10;EEA Germany;µg/m³;10.53;2023-08-10T07:00:00+10:00;Germany
IN;;Kalyana Nagara, Chikkamagaluru - KSPCB;13.328028000000002, 75.797056;CO;caaqm;µg/m³;280.0;2022-10-17T02:00:00+10:00;India
FR;Bouches-du-Rhône;FR02004;43.4166709354131, 5.04305217351858;SO2;EEA France;µg/m³;15.8;2023-08-10T07:00:00+10:00;France
IL;;תחנה:ברקאי;32.44111, 34.96067;NO2;Israel;ppm;0.0217;2019-04-04T07:00:00+10:00;Israel
PL;Kalisz;Kalisz, ul. Wyszyńskiego;51.74795, 18.049063;BC;GIOS;µg/m³;0.1125;2023-06-15T09:00:00+10:00;Poland
TR;Nevşehir;Nevşehir - Avanos;38.716158, 34.847311;PM10;Turkiye;µg/m³;45.082;2023-05-31T10:00:00+10:00;Turkey
ES;Cáceres;ES1997A;40.0777799994708, -6.14722;NO;EEA Spain;µg/m³;0.8;2023-08-10T07:00:00+10:00;Spain
HU;Baranya;HU0030A;46.0711097694636, 18.22528648;NO2;EEA Hungary;µg/m³;23.3061633;2023-08-03T00:00:00+10:00;Hungary
ES;Jaén;ES1824A;37.7844399994797, -3.81032;NO2;EEA Spain;µg/m³;5.0;2023-08-10T07:00:00+10:00;Spain
US;Vallejo-Fairfield;Vallejo;38.102507, -122.237976;NO;AirNow;ppm;0.0003;2023-05-31T09:00:00+10:00;United States
IN;;Sector-12, Karnal - HSPCB;29.6953, 77.0027;PM2.5;caaqm;µg/m³;159.43;2022-10-31T11:30:00+10:00;India
CL;;Sierra Gorda;-22.888724142633, -69.318140714844;NO2;Chile - SINCA;µg/m³;0.0;2017-06-29T03:00:00+10:00;Chile
PT;Évora;PT04006;38.615, -7.397499999999999;SO2;EEA Portugal;µg/m³;3.0;2023-06-11T02:00:00+10:00;Portugal
TR;Muğla;Muğla - Milas;37.3111693396322, 27.7827169794262;CO;Turkiye;µg/m³;4357.767;2023-05-31T10:00:00+10:00;Turkey
TH;Phetchaburi;Kaeng Krachan National Park;12.884444, 99.632778;PM2.5;Air4Thai;µg/m³;7.0;2022-05-25T13:00:00+10:00;Thailand
PL;Wałbrzych;Wałbrzych, ul. Wysockiego;50.768729, 16.269677;SO2;GIOS;µg/m³;7.20786;2023-06-15T09:00:00+10:00;Poland
FR;Pyrénées-Orientales;FR08712;42.7198043907455, 2.83987105714557;O3;EEA France;µg/m³;86.3;2023-08-10T06:00:00+10:00;France
NL;De Zilk;De Zilk-Vogelaarsdreef;52.2966, 4.51082;SO2;Netherlands;µg/m³;-0.01;2023-08-10T09:00:00+10:00;Netherlands
US;Charlotte-Gastonia-Concord;GARINGER;35.2411, -80.7831;NO2;AirNow;ppm;0.0025;2023-05-31T09:00:00+10:00;United States
TH;Sukhothai;Le Thai Community Park;17.006059, 99.81927;PM2.5;Air4Thai;µg/m³;21.0;2023-05-25T15:00:00+10:00;Thailand
IN;;Ratanpura, Rupnagar - Ambuja Cements;30.032545399999997, 76.5623046;SO2;caaqm;µg/m³;9.9;2021-11-23T21:45:00+10:00;India
IT;Torino;IT0469A;45.07585, 7.67822;CO;EEA Italy;µg/m³;200.0;2023-08-10T10:00:00+10:00;Italy
TH;Kanchanaburi;Si Sawat District Office;14.600278, 99.114444;PM10;Air4Thai;µg/m³;28.0;2022-05-16T21:00:00+10:00;Thailand
AU;Tasmania Region;Huonville;-43.03, 147.05;PM10;Australia - Tasmania;µg/m³;2.0;2023-08-09T19:20:07+10:00;Australia
FI;Ostrobothnia;FI00397;63.6791199995738, 22.71837;NO2;EEA Finland;µg/m³;10.5643735;2023-08-10T00:00:00+10:00;Finland
AT;;AT31703;48.353333329467, 15.74694444;PM10;EEA Austria;µg/m³;34.5;2020-12-31T04:00:00+10:00;Austria
BR;Rio de Janeiro;Campo Grande;-22.8862, -43.5567;NO2;rio-city-hall;µg/m³;29.65;2023-08-10T10:00:00+10:00;Brazil
DE;Mecklenburg-Vorpommern;DEMV019;53.78175, 12.175512;NO;EEA Germany;µg/m³;0.66;2023-07-13T15:00:00+10:00;Germany
TH;Phetchaburi;Kaeng Krachan National Park;12.884444, 99.632778;PM2.5;Air4Thai;µg/m³;4.0;2022-05-17T14:00:00+10:00;Thailand
ZA;City of Tshwane;ISAWS Laboratory;-25.911128, 28.210444;O3;South Africa;ppm;0.003151;2022-06-13T07:00:00+10:00;South Africa
US;New York-Northern New Jersey-Long Island;Jersey City;40.731689, -74.066566;SO2;AirNow;ppm;0.001;2023-05-31T06:00:00+10:00;United States
MK;Veles Municipality;MK0040A;41.7058299994665, 21.76529;PM2.5;EEA Macedonia;µg/m³;15.9;2023-08-10T08:00:00+10:00;Macedonia, The former Yugoslav Rep. of
TH;Loei;Na An, Mueang;13.763936293311, 100.52907795047;O3;Thailand;ppm;0.003;2019-08-02T09:00:00+10:00;Thailand
AU;Melbourne;Footscray;-37.8037071, 144.869339;PM2.5;Australia - Victoria;µg/m³;11.09;2023-04-05T07:00:00+10:00;Australia
TH;;Samut Sakhon Wittaya;13.550263, 100.264768;PM10;AirNow;µg/m³;33.0;2023-05-31T10:00:00+10:00;Thailand
US;STE GENEVIEVE;Bonne Terre;37.90084, -90.42388;O3;AirNow;ppm;0.065;2023-05-31T09:00:00+10:00;United States
TR;İstanbul;İstanbul - Üsküdar;41.015278, 29.025;PM10;Turkiye;µg/m³;25.083;2023-05-31T10:00:00+10:00;Turkey
US;Stockton;TracyAP;37.6825, -121.4406;PM10;AirNow;µg/m³;17.0;2023-05-31T09:00:00+10:00;United States
RS;Beograd;Beograd Zemun TB;44.835246, 20.403299;PM2.5;serbia;µg/m³;13.835166666667;2023-06-15T07:00:00+10:00;Serbia
ES;Madrid;ES1947A;40.5005555494695, -3.68972222;O3;EEA Spain;µg/m³;67.0;2023-08-10T07:00:00+10:00;Spain
RS;Popovac;Popovac;43.910592, 21.508391;PM2.5;serbia;µg/m³;8.116;2023-06-15T10:00:00+10:00;Serbia
US;Modesto;Modesto - 14th Stree;37.642165, -120.994212;PM10;AirNow;µg/m³;28.0;2023-05-23T09:00:00+10:00;United States
BR;Carapicuíba;Carapicuíba;-23.53139503, -46.83577973;NO2;Sao Paulo CETESB;µg/m³;35.0;2017-10-28T04:00:00+10:00;Brazil
AT;Niederösterreich;AT32702;48.1508039008377, 16.5116637428157;PM10;EEA Austria;µg/m³;5.5;2023-08-10T04:00:00+10:00;Austria
US;Dayton;Eastwood;39.78563, -84.13437;NO2;AirNow;ppm;0.001;2023-05-31T09:00:00+10:00;United States
ZA;Garden Route;George-NAQI;-33.981111, 22.473111;SO2;South Africa;ppm;0.000175;2023-05-31T10:00:00+10:00;South Africa
TR;Ağrı;Ağrı;39.7194362606149, 43.038332682209;O3;Turkiye;µg/m³;75.512;2023-05-31T10:00:00+10:00;Turkey
AT;Steiermark;AT60145;47.4458333327986, 15.29032;NO2;EEA Austria;µg/m³;4.00646448;2023-08-10T04:00:00+10:00;Austria
US;Springfield;Hillcrest HS;37.256069, -93.299692;PM10;AirNow;µg/m³;29.0;2023-05-31T09:00:00+10:00;United States
US;Houston;UH West Liberty C699;30.0583, -94.9781;O3;Texas;ppm;0.057;2016-03-07T04:00:00+10:00;United States
ZA;Garden Route;George-NAQI;-33.981111, 22.473111;NO;South Africa;ppm;0.011726;2023-05-31T10:00:00+10:00;South Africa
US;Chattanooga;3A-PM2.5;35.051006, -85.292867;PM2.5;AirNow;µg/m³;7.6;2023-05-31T03:00:00+10:00;United States
FR;Val-de-Marne;FR04101;48.8163672245725, 2.51750163428644;NO;EEA France;µg/m³;5.6;2023-08-10T07:00:00+10:00;France
US;Traverse City;FRANKFORT;44.616901, -86.109398;O3;AirNow;ppm;0.072;2023-05-31T06:00:00+10:00;United States
US;MORGAN;Crockett;37.9214, -83.0662;O3;AirNow;ppm;0.038;2023-05-31T05:00:00+10:00;United States
ES;Asturias;ES1269A;43.3665299994639, -5.83303;NO2;EEA Spain;µg/m³;6.0;2023-08-10T07:00:00+10:00;Spain
US;ROSEBUD;Birney;45.366151, -106.48982;PM10;AirNow;µg/m³;0.0;2021-11-03T00:00:00+10:00;United States
TH;Mukdahan;Mukdahan Provincial Stadium;16.54257, 104.7192;PM10;Air4Thai;µg/m³;81.0;2023-04-13T07:00:00+10:00;Thailand
CZ;Ústecký;CZ0UMOM;50.5103645324707, 13.6452722549438;PM10;EEA Czech Republic;µg/m³;10.0;2023-08-10T08:00:00+10:00;Czech Republic
US;HANCOCK;Acadia NP - McFarlan;44.377048, -68.260902;NO;AirNow;ppm;0.0;2023-05-31T09:00:00+10:00;United States
FI;Uusimaa;FI00425;60.1873899995373, 24.9506;PM10;EEA Finland;µg/m³;9.03733;2023-08-10T10:00:00+10:00;Finland
FR;Savoie;FR33102;45.5966749434882, 5.91861313149136;NO;EEA France;µg/m³;0.4;2023-08-10T07:00:00+10:00;France
CL;Calama;Estación Centro;-22.462144644633998, -68.92806169339;PM2.5;Chile - SINCA;µg/m³;16.0;2023-08-10T09:00:00+10:00;Chile
PL;Zabrze;Zabrze, ul. M. Curie-Skłodowskiej;50.3165, 18.772375;PM10;GIOS;µg/m³;18.9736;2023-06-15T08:00:00+10:00;Poland
US;Houston-Sugar Land-Baytown;Lynchburg Ferry C101;29.7644, -95.0781;O3;AirNow;ppm;0.055;2023-05-31T09:00:00+10:00;United States
CL;Quilicura;Quilicura;-33.349626928347, -70.723792612552;PM10;Chile - SINCA;µg/m³;136.0;2023-08-10T08:00:00+10:00;Chile
US;ARAPAHOE;Aurora East;39.638542, -104.569061;O3;AirNow;ppm;0.043;2023-05-31T00:00:00+10:00;United States
US;SUBLETTE;Boulder;42.7186, -109.7531;NOX;AirNow;ppm;0.0011;2023-05-31T01:00:00+10:00;United States
IN;;IITK, Kanpur - IITK;26.511738999999995, 80.235136;PM2.5;caaqm;µg/m³;15.4;2022-10-17T02:00:00+10:00;India
US;Chattanooga;Rossville;34.9789, -85.3009;PM2.5;AirNow;µg/m³;5.7;2020-06-30T23:00:00+10:00;United States
TR;Konya;Konya - Merkez/Trafik;37.888283, 32.493653;PM2.5;Turkiye;µg/m³;10.211;2023-05-31T10:00:00+10:00;Turkey
TR;Bartın;Bartın;41.6247660946489, 32.3565599788282;NO2;Turkiye;µg/m³;23.49;2023-05-31T10:00:00+10:00;Turkey
AU;;Memorial Park;-23.8443, 151.252;NO2;Australia - Queensland;ppm;-9999.0;2019-05-01T00:00:00+10:00;Australia
US;Beaumont-Port Arthur;Hamshire C64;29.863952, -94.3178;O3;AirNow;ppm;0.047;2023-05-31T09:00:00+10:00;United States
DE;Baden-Württemberg;DEBW081;49.028594, 8.355628;PM10;EEA Germany;µg/m³;13.4;2023-07-14T19:00:00+10:00;Germany
US;Riverside-San Bernardino-Ontario;Crestline - Lake Gre;34.24139, -117.275558;PM2.5;AirNow;µg/m³;16.5;2017-07-21T06:00:00+10:00;United States
PL;Świecie;Świecie, al. Jana Pawła II;53.40758, 18.428751;NO2;GIOS;µg/m³;6.0;2023-06-15T09:00:00+10:00;Poland
EC;;Carapungo;-0.09548, -78.44988;SO2;Quito REMMAQ;ppm;3.3098391104;2021-04-29T09:00:00+10:00;Ecuador
ZA;Bojanala Platinum;Xanadu-NAQI;-25.747122, 27.92461;NOX;South Africa;ppm;0.011352;2023-05-31T09:00:00+10:00;South Africa
HK;New Territories;Yuen Long;22.4452777777778, 114.022777777778;SO2;Hong Kong;µg/m³;9.2;2023-05-31T10:00:00+10:00;Hong Kong, China
ES;Castellón/Castelló;ES1441A;40.6372222194692, -0.09111111;O3;EEA Spain;µg/m³;91.0;2023-08-10T07:00:00+10:00;Spain
ZA;Mossel Bay;Eskom Gourikwa;-34.179158, 22.097439;SO2;South Africa;ppm;0.005972;2023-05-31T09:00:00+10:00;South Africa
IN;;Manali Village, Chennai - TNPCB;11.258244, 77.552429;SO2;caaqm;µg/m³;9.44;2019-07-19T15:15:00+10:00;India
US;BALTIMORE;Hart Miller Island;39.2572, -76.3446;O3;AirNow;ppm;0.004;2018-02-16T23:00:00+10:00;United States
PL;Zielonka;Zielonka, Bory Tucholskie;53.662136, 17.933986;SO2;GIOS;µg/m³;2.3;2023-06-15T09:00:00+10:00;Poland
AT;Niederösterreich;AT30202;48.1061110994664, 15.919444444;O3;EEA Austria;µg/m³;62.158;2023-08-10T04:00:00+10:00;Austria
IN;;Pimpleshwar Mandir, Thane - MPCB;19.192056, 72.9585188;PM10;caaqm;µg/m³;72.15;2022-10-16T21:45:00+10:00;India
US;Mount Vernon;KNIGHT_P;38.088902, -88.625;PM2.5;AirNow;µg/m³;9.0;2023-05-31T09:00:00+10:00;United States
AU;;Port Augusta;-32.5100065, 137.7868467;PM2.5;Australia - South Australia;µg/m³;8.6;2020-06-04T07:30:00+10:00;Australia
BR;Catanduva;Catanduva;-21.14194276, -48.98307527;NO2;Sao Paulo CETESB;µg/m³;14.0;2023-04-05T23:00:00+10:00;Brazil
CY;Αγία Μαρίνα Ξυλιάτου - Σταθμός Υποβάθρου;Ayia Marina Xyliatou - Background Station;35.0380556, 33.05777779999994;NOX;Republic of Cyprus Department of Labor Inspection;µg/m³;2.305487;2023-08-10T10:00:00+10:00;Cyprus
DE;Sachsen-Anhalt;DEST112;52.131742, 11.631919000000002;NO;EEA Germany;µg/m³;3.243295;2023-08-01T07:00:00+10:00;Germany
US;Oxnard-Thousand Oaks-Ventura;Piru - Pacific;34.40428, -118.80998;PM2.5;AirNow;µg/m³;11.0;2022-09-30T04:00:00+10:00;United States
AT;Niederösterreich;AT30302;48.0502779994663, 16.675278;NO2;EEA Austria;µg/m³;3.82457995;2023-08-10T04:00:00+10:00;Austria
IN;;IITK, Kanpur - IITK;26.511738999999995, 80.235136;O3;caaqm;µg/m³;16.03;2022-10-17T02:00:00+10:00;India
DE;Bayern;DEBY111;49.943637, 11.570088;CO;EEA Germany;µg/m³;390.0;2018-01-01T02:00:00+10:00;Germany
ZA;Alfred Nzo;Luka;-25.5077634717075, 27.1838594119125;SO2;South Africa;ppm;0.031626;2022-08-05T05:00:00+10:00;South Africa
LU;Luxemburg;LU0101A;49.5976899994703, 6.13759;NO;EEA Luxemburg;µg/m³;2.0;2023-08-10T08:00:00+10:00;Luxembourg
US;PLYMOUTH;Brockton;42.065119, -71.012686;O3;AirNow;ppm;0.036;2023-05-31T09:00:00+10:00;United States
ZA;Fezile Dabi;AJ Jacobs;-26.822775, 27.826179;PM10;South Africa;µg/m³;19.719;2023-05-31T09:00:00+10:00;South Africa
IN;;GIDC, Nandesari - Nandesari Ind. Association;22.410802, 73.097923;NO2;caaqm;µg/m³;1.0;2022-10-16T20:15:00+10:00;India
DE;Hessen;DEHE041;50.12458899999999, 8.691911;NO;EEA Germany;µg/m³;0.64621365;2023-07-13T15:00:00+10:00;Germany
PL;Borsukowizna;Borsukowizna, Szkółka Leśna;53.215492, 23.642153;PM2.5;GIOS;µg/m³;4.1;2023-06-15T09:00:00+10:00;Poland
US;San Jose-Sunnyvale-Santa Clara;Hollister AMS;36.843425, -121.3621;O3;AirNow;ppm;0.035;2023-05-31T09:00:00+10:00;United States
ZA;eThekwini Metro;Settlers-NAQI;-29.958742, 30.978717;PM2.5;South Africa;µg/m³;0.0;2022-05-23T06:00:00+10:00;South Africa
US;Columbia;Irmo;34.051102, -81.154999;SO2;AirNow;ppm;0.001;2020-06-16T02:00:00+10:00;United States
FR;;FR06133;50.0930799994718, 3.850003;PM10;EEA France;µg/m³;18.03;2018-04-25T10:00:00+10:00;France
ZA;Gert Sibande;Standerton - MP Province;-26.964112, 29.2232;NO;South Africa;ppm;0.001109;2023-05-31T09:00:00+10:00;South Africa
TR;Kocaeli;Kocaeli - Körfez-MTHM;40.74604, 29.7888;PM10;Turkiye;µg/m³;26.56;2023-04-22T07:00:00+10:00;Turkey
BG;Бургас;BG0044A;42.518892, 27.375144;SO2;EEA Bulgaria;µg/m³;5.42;2023-08-10T09:00:00+10:00;Bulgaria
US;San Francisco-Oakland-Fremont;Bethel Island;38.006311, -121.641918;SO2;AirNow;ppm;0.0013;2023-05-31T09:00:00+10:00;United States
ES;A Coruña;ES1901A;42.8877777694645, -8.53083333;O3;EEA Spain;µg/m³;60.0;2023-08-10T07:00:00+10:00;Spain
NL;Antwerpen;BETR831;51.3487952923282, 4.33970994711987;PM2.5;EEA Belgium;µg/m³;29.0;2021-11-24T11:00:00+10:00;Netherlands
US;Houston-Sugar Land-Baytown;Baytown Garth C1017;29.823319, -94.983786;O3;AirNow;ppm;0.061;2023-05-31T09:00:00+10:00;United States
CH;Zürich;CH0010A;47.3776165600282, 8.53041092115182;PM10;EEA Switzerland;µg/m³;8.7102;2023-08-10T08:00:00+10:00;Switzerland
IN;;SDM Office_Khagra, Kishanganj - BSPCB;26.088130500000002, 87.93840336;NO2;caaqm;µg/m³;51.0;2022-10-31T11:45:00+10:00;India
TR;Manisa;Manisa - Alaşehir;38.350399, 28.516647;PM2.5;Turkiye;µg/m³;34.0;2023-05-31T07:00:00+10:00;Turkey
DE;Brandenburg;DEBB032;52.146263999999995, 14.638166;NO2;EEA Germany;µg/m³;1.0;2023-07-14T20:00:00+10:00;Germany
US;Santa Rosa-Petaluma;Sebastopol;38.403765, -122.818294;O3;AirNow;ppm;0.03;2023-05-31T09:00:00+10:00;United States
US;CA8 - ARB;MMCA81041;39.472096, -121.574943;PM2.5;AirNow;µg/m³;5.0;2020-04-02T01:00:00+10:00;United States
ZA;City of Cape Town;Bellville South-NAQI;-33.9155, 18.643556;PM2.5;South Africa;µg/m³;10.0;2023-05-31T09:00:00+10:00;South Africa
EE;;EE0021A;58.370575002573, 26.7347611706811;CO;EEA Estonia;µg/m³;253.279;2021-09-24T05:00:00+10:00;Estonia
PL;Mielec;Mielec, ul. Biernackiego;50.299128, 21.440942;SO2;GIOS;µg/m³;1.69243;2023-06-15T09:00:00+10:00;Poland
US;CHARLESTON;North Charleston F.S;32.84, -79.96;PM2.5;AirNow;µg/m³;4.4;2022-05-22T05:00:00+10:00;United States
PT;Coimbra;PT02006;40.214722, -8.401667;PM10;EEA Portugal;µg/m³;25.0;2023-06-15T13:00:00+10:00;Portugal
IL;;תחנה:אשקלון דרום;31.65374, 34.55075;SO2;Israel;ppm;0.0009;2019-04-04T07:00:00+10:00;Israel
ES;Asturias;ES1272A;43.5298619994638, -5.673498;NO2;EEA Spain;µg/m³;10.0;2023-08-10T07:00:00+10:00;Spain
TR;Rize;Rize - Ardeşen;41.191763, 40.989822;PM2.5;Turkiye;µg/m³;11.082;2023-05-31T10:00:00+10:00;Turkey
IN;;Khindipada-Bhandup West, Mumbai - IITM;19.1653323, 72.922099;SO2;caaqm;µg/m³;0.62;2022-09-22T15:30:00+10:00;India
DE;Hessen;DEHE059;50.550028, 9.684854;NO2;EEA Germany;µg/m³;25.57912636;2023-07-14T20:00:00+10:00;Germany
HU;Százhalombatta 2 Sportpálya;Százhalombatta 2 Sportpálya;47.32655, 18.93296;CO;hungary-nms;µg/m³;391.0;2023-08-10T06:00:00+10:00;Hungary
TH;;City Hall, Samut Pra;13.599149, 100.597345;PM2.5;AirNow;µg/m³;26.0;2023-05-31T10:00:00+10:00;Thailand
RS;Beograd-Mladenovac;Beograd Mladenovac;44.44404699999999, 20.696033;NO2;serbia;µg/m³;15.003512333333;2023-06-15T07:00:00+10:00;Serbia
FR;Isère;FR15043;45.1619288830485, 5.73559935865769;SO2;EEA France;µg/m³;0.1;2023-08-10T07:00:00+10:00;France
BE;;Maastricht-Hoge Fronten;50.8521, 5.6758;O3;Netherlands;µg/m³;-999.0;2021-04-21T07:00:00+10:00;Belgium
TR;İstanbul;İstanbul - Sultanbeyli-MTHM;40.98447, 29.26881;SO2;Turkiye;µg/m³;44.541;2023-05-31T10:00:00+10:00;Turkey
FR;Nord;FR06011;50.3227545101591, 3.39592821801555;NO2;EEA France;µg/m³;11.0;2023-08-10T07:00:00+10:00;France
DE;Nordrhein-Westfalen;DENW008;51.536911, 7.457463;NO;EEA Germany;µg/m³;1.63;2023-07-13T15:00:00+10:00;Germany
AT;;Streithofen im Tullnerfeld;48.276688471601176, 15.93611314028031;SO2;EEA Austria;µg/m³;0.0;2016-12-12T19:00:00+10:00;Austria
TR;Adana;Adana - Çatalan;37.1867016284142, 35.2645857632489;PM2.5;Turkiye;µg/m³;16.77;2023-05-06T17:00:00+10:00;Turkey
BR;Rio Claro-Jd.Guanabara;Rio Claro-Jd.Guanabara;-22.43904378887939, -47.58147331085557;PM10;Sao Paulo CETESB;µg/m³;59.0;2023-04-06T01:00:00+10:00;Brazil
US;BOONE;Nature Center;38.967461, -84.721483;O3;AirNow;ppm;0.018;2022-05-25T20:00:00+10:00;United States
IT;Roma;IT0956A;41.857778, 12.568611;PM10;EEA Italy;µg/m³;27.0;2023-08-07T10:00:00+10:00;Italy
US;MARICOPA;StJohns;33.29015, -112.159874;O3;AirNow;ppm;0.021;2022-11-02T23:00:00+10:00;United States
US;Los Angeles-Long Beach-Santa Ana;North Holywood;34.181977, -118.363036;NO2;AirNow;ppm;0.0014;2023-05-31T09:00:00+10:00;United States
FI;;FI00283;61.0408199995456, 28.1765;PM10;EEA Finland;µg/m³;11.5594183;2022-05-30T16:00:00+10:00;Finland
HU;Mosonmagyaróvár;Mosonmagyaróvár;47.871158, 17.273464;CO;hungary-nms;µg/m³;367.0;2023-08-09T10:00:00+10:00;Hungary
IL;;תחנה:בת הדר;31.6472, 34.5965;O3;Israel;ppm;0.0078;2019-04-04T06:45:00+10:00;Israel
HU;Ajka;Ajka;47.103172, 17.561381;PM10;hungary-nms;µg/m³;6.0;2023-08-09T10:00:00+10:00;Hungary
TH;Narathiwat;Bang Nak, Mueang;;CO;Thailand;ppm;0.2;2017-02-17T18:00:00+10:00;Thailand
US;Ponca City;Ponca City;36.697189, -97.081278;PM10;AirNow;µg/m³;17.0;2023-05-31T09:00:00+10:00;United States
DE;Bayern;DEBY037;48.137252, 11.564924;SO2;EEA Germany;µg/m³;4.69;2018-05-22T16:00:00+10:00;Germany
DE;Hamburg;DEHH081;53.529158, 9.981599;NO2;EEA Germany;µg/m³;20.788;2023-07-14T20:00:00+10:00;Germany
ES;Asturias;ES1974A;43.5165879994638, -5.67065;NO;EEA Spain;µg/m³;1.0;2023-08-10T07:00:00+10:00;Spain
DE;Bayern;DEBY122;47.518013, 10.404232;NO;EEA Germany;µg/m³;1.68;2023-08-10T07:00:00+10:00;Germany
PL;Warszawa;Warszawa, al. Niepodległości;52.219298, 21.004724;CO;GIOS;µg/m³;467.0;2023-06-15T09:00:00+10:00;Poland
US;Beaumont-Port Arthur;Port Arthur West C28;29.8942, -93.9875;O3;AirNow;ppm;0.046;2023-05-31T09:00:00+10:00;United States
DE;Nordrhein-Westfalen;DENW355;51.031473, 7.010934;PM2.5;EEA Germany;µg/m³;4.373;2023-07-14T20:00:00+10:00;Germany
US;Kansas City;Rocky Creek;39.33188, -94.5806;O3;AirNow;ppm;0.053;2023-05-31T09:00:00+10:00;United States
DE;Hessen;DEHE131;50.386426, 8.059909;NO;EEA Germany;µg/m³;59.9021225;2023-07-13T15:00:00+10:00;Germany
IN;;F-Block, Sirsa - HSPCB;29.536400000000004, 75.0158;NO2;caaqm;µg/m³;30.73;2022-10-31T12:00:00+10:00;India
FR;Indre-et-Loire;FR34026;47.4694515368151, 0.716943631625222;O3;EEA France;µg/m³;49.8;2023-08-10T07:00:00+10:00;France
DE;Hessen;DEHE013;51.314248, 9.483397;PM10;EEA Germany;µg/m³;9.2659502;2023-07-14T20:00:00+10:00;Germany
TR;Samsun;Samsun - Yüzüncüyıl;41.2910372015217, 36.3285305462463;CO;Turkiye;µg/m³;753.194;2023-05-31T10:00:00+10:00;Turkey
TR;Bursa;Bursa - Beyazıt Cad.-MTHM;40.18565, 29.08049;SO2;Turkiye;µg/m³;43.413;2023-05-31T10:00:00+10:00;Turkey
MX;Cuautla;Palacio Municipal Cuautla;18.812986944443995, -98.955305833333;SO2;Sinaica Mexico;ppm;0.0012158055555555;2023-08-09T14:00:00+10:00;Mexico
TR;Kocaeli;Kocaeli - Gebze OSB - MTHM;40.846117, 29.42518;SO2;Turkiye;µg/m³;6.024;2023-05-31T10:00:00+10:00;Turkey
MX;DISTRITO FEDERAL;Cuajimalpa;19.3653, -99.2917;O3;AirNow;ppm;0.059;2023-08-09T11:00:00+10:00;Mexico
CL;Chiguayante;Punteras;-36.923329602986, -73.036132300941;PM2.5;Chile - SINCA;µg/m³;34.0;2023-08-10T08:00:00+10:00;Chile
CA;BRITISH COLUMBIA;Powell River James T;49.889299, -124.5624;PM2.5;AirNow;µg/m³;0.0;2023-08-10T09:00:00+10:00;Canada
ES;Pontevedra;ES1440A;42.2102777694656, -8.73694444;NO2;EEA Spain;µg/m³;5.3;2023-08-10T06:00:00+10:00;Spain
CZ;Hlavní město Praha;CZ0ALEG;50.0723876953125, 14.4306726455688;CO;EEA Czech Republic;µg/m³;372.0;2023-08-10T08:00:00+10:00;Czech Republic
AU;Canberra;Florey;-35.220606, 149.043539;O3;Australia - ACT;ppm;0.026;2023-08-10T10:00:00+10:00;Australia
MX;Puebla;Universidad Tecnológica de Puebla;19.071888888888996, -98.151722222222;NO;Sinaica Mexico;ppm;0.0026489444444444;2023-08-09T12:00:00+10:00;Mexico
ES;Alicante/Alacant;ES1677A;38.0847222194784, -0.85277777;NO2;EEA Spain;µg/m³;32.0;2023-04-26T17:00:00+10:00;Spain
US;Sarasota-Bradenton-Venice;G. T. Bray Park;27.4808, -82.6186;O3;AirNow;ppm;0.038;2023-05-30T17:00:00+10:00;United States
BE;Brussels-Capital Region;BETN043;50.8835598117798, 4.38296325180234;PM10;EEA Belgium;µg/m³;17.5;2023-08-10T08:00:00+10:00;Belgium
ES;Rubí;Rubí;41.492115000000005, 2.0424972;CO;catalonia-mediambient;µg/m³;200.0;2022-01-13T01:00:00+10:00;Spain
